gan_acum,gan_suavizada,envio,celda,semilla
-238.75,-238.7625,19150,C,439567
-239.375,-239.3875,19175,C,439567
-240,-240.0125,19200,C,439567
-240.625,-240.6375,19225,C,439567
-241.25,-241.2625,19250,C,439567
-241.875,-241.8875,19275,C,439567
-242.5,-242.5125,19300,C,439567
-243.125,-243.1375,19325,C,439567
-243.75,-243.7625,19350,C,439567
-244.375,-244.3875,19375,C,439567
-245,-245.0125,19400,C,439567
-245.625,-245.585,19425,C,439567
-246.25,-246.1475,19450,C,439567
-246.875,-246.71,19475,C,439567
-247.5,-247.2725,19500,C,439567
-248.125,-247.835,19525,C,439567
-248.75,-248.3975,19550,C,439567
-249.375,-248.96,19575,C,439567
-250,-249.5225,19600,C,439567
-249.625,-250.085,19625,C,439567
-250.25,-250.6475,19650,C,439567
-250.875,-251.21,19675,C,439567
-251.5,-251.7725,19700,C,439567
-252.125,-252.335,19725,C,439567
-252.75,-252.8975,19750,C,439567
-253.375,-253.46,19775,C,439567
-254,-254.0225,19800,C,439567
-254.625,-254.6375,19825,C,439567
-255.25,-255.2625,19850,C,439567
-255.875,-255.8875,19875,C,439567
-256.5,-256.5125,19900,C,439567
-257.125,-257.1375,19925,C,439567
-257.75,-257.7625,19950,C,439567
-258.375,-258.3875,19975,C,439567
-259,-259.0125,20000,C,439567
2.375,,25,C,539503
2.75,,50,C,539503
3.125,,75,C,539503
6.5,,100,C,539503
9.875,,125,C,539503
16.25,,150,C,539503
19.625,,175,C,539503
20,19.6075,200,C,539503
25.375,22.1375,225,C,539503
26.75,24.67,250,C,539503
26.125,27.2975,275,C,539503
30.5,29.9225,300,C,539503
30.875,32.4225,325,C,539503
35.25,34.67,350,C,539503
36.625,36.82,375,C,539503
40,38.9125,400,C,539503
42.375,40.915,425,C,539503
44.75,42.8225,450,C,539503
46.125,44.855,475,C,539503
48.5,46.835,500,C,539503
49.875,48.92,525,C,539503
51.25,51.0025,550,C,539503
52.625,53.005,575,C,539503
54,54.8825,600,C,539503
54.375,56.7075,625,C,539503
58.75,58.3925,650,C,539503
59.125,59.9225,675,C,539503
62.5,61.42,700,C,539503
64.875,62.9025,725,C,539503
67.25,64.5025,750,C,539503
67.625,65.98,775,C,539503
70,67.4275,800,C,539503
70.375,68.9975,825,C,539503
69.75,70.4025,850,C,539503
70.125,71.6675,875,C,539503
71.5,72.9125,900,C,539503
72.875,73.985,925,C,539503
76.25,74.8675,950,C,539503
75.625,75.765,975,C,539503
77,76.6225,1000,C,539503
79.375,77.415,1025,C,539503
78.75,78.175,1050,C,539503
79.125,79.0375,1075,C,539503
81.5,79.95,1100,C,539503
80.875,80.8575,1125,C,539503
80.25,81.53,1150,C,539503
82.625,82.1575,1175,C,539503
83,82.7725,1200,C,539503
82.375,83.2225,1225,C,539503
82.75,83.74,1250,C,539503
83.125,84.3075,1275,C,539503
87.5,84.8325,1300,C,539503
86.875,85.375,1325,C,539503
86.25,85.9375,1350,C,539503
86.625,86.3675,1375,C,539503
86,86.7625,1400,C,539503
86.375,87.2175,1425,C,539503
87.75,87.77,1450,C,539503
89.125,88.2175,1475,C,539503
89.5,88.495,1500,C,539503
89.875,88.6825,1525,C,539503
89.25,88.9325,1550,C,539503
88.625,89.3225,1575,C,539503
89,89.6975,1600,C,539503
91.375,90.04,1625,C,539503
90.75,90.2725,1650,C,539503
90.125,90.415,1675,C,539503
90.5,90.51,1700,C,539503
89.875,90.5525,1725,C,539503
92.25,90.615,1750,C,539503
92.625,90.725,1775,C,539503
92,90.915,1800,C,539503
91.375,91.0225,1825,C,539503
90.75,91.0275,1850,C,539503
91.125,91.09,1875,C,539503
90.5,91.1975,1900,C,539503
90.875,91.26,1925,C,539503
90.25,91.26,1950,C,539503
92.625,91.1175,1975,C,539503
92,90.985,2000,C,539503
91.375,90.9675,2025,C,539503
91.75,91.0825,2050,C,539503
91.125,91.2625,2075,C,539503
91.5,91.3875,2100,C,539503
90.875,91.49,2125,C,539503
90.25,91.605,2150,C,539503
89.625,91.6825,2175,C,539503
91,91.62,2200,C,539503
92.375,91.5575,2225,C,539503
93.75,91.5075,2250,C,539503
93.125,91.445,2275,C,539503
92.5,91.3575,2300,C,539503
91.875,91.335,2325,C,539503
92.25,91.3975,2350,C,539503
91.625,91.46,2375,C,539503
91,91.4675,2400,C,539503
90.375,91.36,2425,C,539503
90.75,91.12,2450,C,539503
90.125,90.8075,2475,C,539503
90.5,90.555,2500,C,539503
91.875,90.38,2525,C,539503
91.25,90.2025,2550,C,539503
90.625,90.015,2575,C,539503
90,89.8525,2600,C,539503
89.375,89.7275,2625,C,539503
88.75,89.6825,2650,C,539503
88.125,89.62,2675,C,539503
88.5,89.535,2700,C,539503
89.875,89.405,2725,C,539503
89.25,89.2675,2750,C,539503
88.625,89.1425,2775,C,539503
89,89.0175,2800,C,539503
88.375,88.8925,2825,C,539503
89.75,88.78,2850,C,539503
89.125,88.755,2875,C,539503
88.5,88.695,2900,C,539503
88.875,88.5575,2925,C,539503
89.25,88.3875,2950,C,539503
88.625,88.2625,2975,C,539503
88,88.15,3000,C,539503
87.375,88.0325,3025,C,539503
87.75,87.885,3050,C,539503
88.125,87.76,3075,C,539503
87.5,87.635,3100,C,539503
86.875,87.505,3125,C,539503
87.25,87.33,3150,C,539503
86.625,87.1425,3175,C,539503
87,86.955,3200,C,539503
87.375,86.7675,3225,C,539503
87.75,86.6075,3250,C,539503
87.125,86.42,3275,C,539503
86.5,86.2325,3300,C,539503
86.875,86.045,3325,C,539503
86.25,85.84,3350,C,539503
85.625,85.6425,3375,C,539503
85,85.4175,3400,C,539503
84.375,85.2125,3425,C,539503
84.75,84.95,3450,C,539503
85.125,84.6375,3475,C,539503
84.5,84.325,3500,C,539503
83.875,83.9825,3525,C,539503
83.25,83.6075,3550,C,539503
83.625,83.295,3575,C,539503
83,83.045,3600,C,539503
83.375,82.8275,3625,C,539503
82.75,82.6,3650,C,539503
82.125,82.3525,3675,C,539503
81.5,82.1025,3700,C,539503
80.875,81.8725,3725,C,539503
80.25,81.685,3750,C,539503
81.625,81.445,3775,C,539503
81,81.195,3800,C,539503
81.375,80.8925,3825,C,539503
80.75,80.635,3850,C,539503
81.125,80.385,3875,C,539503
80.5,80.135,3900,C,539503
80.875,79.9275,3925,C,539503
80.25,79.74,3950,C,539503
79.625,79.49,3975,C,539503
79,79.2175,4000,C,539503
78.375,78.9525,4025,C,539503
78.75,78.7025,4050,C,539503
78.125,78.4125,4075,C,539503
77.5,78.1375,4100,C,539503
77.875,77.9275,4125,C,539503
77.25,77.6775,4150,C,539503
76.625,77.4275,4175,C,539503
77,77.1775,4200,C,539503
77.375,76.9275,4225,C,539503
76.75,76.675,4250,C,539503
76.125,76.425,4275,C,539503
76.5,76.225,4300,C,539503
76.875,75.995,4325,C,539503
76.25,75.8375,4350,C,539503
75.625,75.7125,4375,C,539503
75,75.6,4400,C,539503
74.375,75.4575,4425,C,539503
74.75,75.27,4450,C,539503
74.125,75.0825,4475,C,539503
74.5,74.8575,4500,C,539503
73.875,74.5475,4525,C,539503
75.25,74.235,4550,C,539503
74.625,73.9225,4575,C,539503
75,73.61,4600,C,539503
74.375,73.2975,4625,C,539503
73.75,72.9325,4650,C,539503
73.125,72.5575,4675,C,539503
72.5,72.16,4700,C,539503
71.875,71.8475,4725,C,539503
71.25,71.4425,4750,C,539503
70.625,71.005,4775,C,539503
70,70.515,4800,C,539503
69.375,70.015,4825,C,539503
68.75,69.5625,4850,C,539503
68.125,69.125,4875,C,539503
69.5,68.6875,4900,C,539503
68.875,68.3125,4925,C,539503
68.25,67.9375,4950,C,539503
67.625,67.5625,4975,C,539503
67,67.1875,5000,C,539503
66.375,66.8125,5025,C,539503
66.75,66.4375,5050,C,539503
66.125,66.0625,5075,C,539503
65.5,65.6875,5100,C,539503
65.875,65.29,5125,C,539503
65.25,64.915,5150,C,539503
64.625,64.54,5175,C,539503
64,64.165,5200,C,539503
63.375,63.8675,5225,C,539503
62.75,63.57,5250,C,539503
62.125,63.2575,5275,C,539503
62.5,63.0075,5300,C,539503
62.875,62.695,5325,C,539503
62.25,62.3825,5350,C,539503
61.625,62.085,5375,C,539503
61,61.835,5400,C,539503
62.375,61.655,5425,C,539503
61.75,61.53,5450,C,539503
61.125,61.405,5475,C,539503
61.5,61.2825,5500,C,539503
60.875,61.1175,5525,C,539503
60.25,60.93,5550,C,539503
60.625,60.7425,5575,C,539503
60,60.555,5600,C,539503
61.375,60.29,5625,C,539503
60.75,60.025,5650,C,539503
60.125,59.8175,5675,C,539503
60.5,59.5675,5700,C,539503
59.875,59.3175,5725,C,539503
59.25,59.1175,5750,C,539503
58.625,58.9275,5775,C,539503
58,58.765,5800,C,539503
57.375,58.57,5825,C,539503
57.75,58.32,5850,C,539503
58.125,58.085,5875,C,539503
57.5,57.8675,5900,C,539503
56.875,57.6675,5925,C,539503
57.25,57.48,5950,C,539503
57.625,57.2925,5975,C,539503
58,57.105,6000,C,539503
57.375,56.9175,6025,C,539503
56.75,56.6825,6050,C,539503
57.125,56.39,6075,C,539503
56.5,56.0775,6100,C,539503
56.875,55.765,6125,C,539503
56.25,55.4025,6150,C,539503
55.625,55.015,6175,C,539503
55,54.5525,6200,C,539503
54.375,54.0525,6225,C,539503
53.75,53.565,6250,C,539503
53.125,53.1125,6275,C,539503
52.5,52.6125,6300,C,539503
51.875,52.0625,6325,C,539503
51.25,51.5,6350,C,539503
50.625,50.9375,6375,C,539503
50,50.375,6400,C,539503
49.375,49.8125,6425,C,539503
49.75,49.25,6450,C,539503
49.125,48.745,6475,C,539503
48.5,48.245,6500,C,539503
47.875,47.745,6525,C,539503
47.25,47.245,6550,C,539503
46.625,46.745,6575,C,539503
46,46.245,6600,C,539503
45.375,45.745,6625,C,539503
44.75,45.2825,6650,C,539503
45.125,44.7825,6675,C,539503
44.5,44.2825,6700,C,539503
43.875,43.8075,6725,C,539503
43.25,43.37,6750,C,539503
42.625,42.9325,6775,C,539503
42,42.495,6800,C,539503
41.375,42.0575,6825,C,539503
41.75,41.625,6850,C,539503
41.125,41.1925,6875,C,539503
40.5,40.755,6900,C,539503
40.875,40.3175,6925,C,539503
40.25,39.88,6950,C,539503
39.625,39.4425,6975,C,539503
39,39.005,7000,C,539503
38.375,38.5675,7025,C,539503
38.75,38.08,7050,C,539503
38.125,37.58,7075,C,539503
37.5,37.08,7100,C,539503
36.875,36.555,7125,C,539503
36.25,35.9925,7150,C,539503
35.625,35.43,7175,C,539503
35,34.8675,7200,C,539503
34.375,34.305,7225,C,539503
33.75,33.7375,7250,C,539503
33.125,33.1125,7275,C,539503
32.5,32.4875,7300,C,539503
31.875,31.9125,7325,C,539503
31.25,31.3525,7350,C,539503
30.625,30.91,7375,C,539503
30,30.48,7400,C,539503
29.375,30.105,7425,C,539503
28.75,29.73,7450,C,539503
28.125,29.355,7475,C,539503
27.5,28.98,7500,C,539503
27.875,28.645,7525,C,539503
28.25,28.3325,7550,C,539503
28.625,28.02,7575,C,539503
29,27.7075,7600,C,539503
28.375,27.395,7625,C,539503
27.75,27.0825,7650,C,539503
27.125,26.77,7675,C,539503
26.5,26.4575,7700,C,539503
26.875,26.15,7725,C,539503
26.25,25.835,7750,C,539503
25.625,25.4025,7775,C,539503
25,24.9575,7800,C,539503
24.375,24.4575,7825,C,539503
23.75,23.9575,7850,C,539503
23.125,23.4575,7875,C,539503
22.5,22.9575,7900,C,539503
22.875,22.4175,7925,C,539503
22.25,21.855,7950,C,539503
21.625,21.2925,7975,C,539503
21,20.73,8000,C,539503
20.375,20.1675,8025,C,539503
19.75,19.605,8050,C,539503
19.125,19.0425,8075,C,539503
18.5,18.48,8100,C,539503
17.875,17.8625,8125,C,539503
17.25,17.2375,8150,C,539503
16.625,16.6125,8175,C,539503
16,15.9875,8200,C,539503
15.375,15.3625,8225,C,539503
14.75,14.7375,8250,C,539503
14.125,14.1125,8275,C,539503
13.5,13.4875,8300,C,539503
12.875,12.8625,8325,C,539503
12.25,12.2375,8350,C,539503
11.625,11.6625,8375,C,539503
11,11.1,8400,C,539503
10.375,10.5375,8425,C,539503
9.74999999999998,10.005,8450,C,539503
9.12499999999998,9.50499999999998,8475,C,539503
8.49999999999998,9.00499999999998,8500,C,539503
7.87499999999998,8.50499999999998,8525,C,539503
7.24999999999998,8.00499999999998,8550,C,539503
7.62499999999998,7.50499999999998,8575,C,539503
6.99999999999998,7.00499999999998,8600,C,539503
6.37499999999998,6.50499999999998,8625,C,539503
6.74999999999998,6.00499999999998,8650,C,539503
6.12499999999998,5.50499999999998,8675,C,539503
5.49999999999998,5.00499999999998,8700,C,539503
4.87499999999998,4.50499999999998,8725,C,539503
4.24999999999998,4.00499999999998,8750,C,539503
3.62499999999998,3.45499999999998,8775,C,539503
2.99999999999998,2.89249999999998,8800,C,539503
2.37499999999998,2.32999999999998,8825,C,539503
1.74999999999998,1.73749999999998,8850,C,539503
1.12499999999998,1.12749999999998,8875,C,539503
0.499999999999983,0.564999999999983,8900,C,539503
-0.125000000000017,0.00249999999998301,8925,C,539503
-0.750000000000017,-0.560000000000017,8950,C,539503
-1.37500000000002,-1.12250000000002,8975,C,539503
-2.00000000000002,-1.68500000000002,9000,C,539503
-2.62500000000002,-2.24750000000002,9025,C,539503
-3.25000000000002,-2.81000000000002,9050,C,539503
-2.87500000000002,-3.37250000000002,9075,C,539503
-3.50000000000002,-3.93500000000002,9100,C,539503
-4.12500000000002,-4.49750000000002,9125,C,539503
-4.75000000000002,-5.06000000000002,9150,C,539503
-5.37500000000002,-5.62250000000002,9175,C,539503
-6.00000000000002,-6.18500000000002,9200,C,539503
-6.62500000000002,-6.74750000000002,9225,C,539503
-7.25000000000002,-7.31000000000002,9250,C,539503
-7.87500000000002,-7.88750000000002,9275,C,539503
-8.50000000000002,-8.51250000000002,9300,C,539503
-9.12500000000002,-9.13750000000002,9325,C,539503
-9.75000000000002,-9.76250000000002,9350,C,539503
-10.375,-10.3875,9375,C,539503
-11,-11.0125,9400,C,539503
-11.625,-11.6375,9425,C,539503
-12.25,-12.2625,9450,C,539503
-12.875,-12.8875,9475,C,539503
-13.5,-13.5125,9500,C,539503
-14.125,-14.1375,9525,C,539503
-14.75,-14.7225,9550,C,539503
-15.375,-15.285,9575,C,539503
-16,-15.8475,9600,C,539503
-16.625,-16.41,9625,C,539503
-17.25,-16.9725,9650,C,539503
-17.875,-17.535,9675,C,539503
-18.5,-18.0975,9700,C,539503
-19.125,-18.66,9725,C,539503
-18.75,-19.2225,9750,C,539503
-19.375,-19.785,9775,C,539503
-20,-20.3475,9800,C,539503
-20.625,-20.91,9825,C,539503
-21.25,-21.4625,9850,C,539503
-21.875,-21.9625,9875,C,539503
-22.5,-22.4625,9900,C,539503
-23.125,-22.9625,9925,C,539503
-23.75,-23.5025,9950,C,539503
-24.375,-24.065,9975,C,539503
-25,-24.6275,10000,C,539503
-25.625,-25.19,10025,C,539503
-25.25,-25.7525,10050,C,539503
-25.875,-26.315,10075,C,539503
-26.5,-26.8775,10100,C,539503
-27.125,-27.44,10125,C,539503
-27.75,-28.0025,10150,C,539503
-28.375,-28.5275,10175,C,539503
-29,-28.965,10200,C,539503
-29.625,-29.4025,10225,C,539503
-30.25,-29.85,10250,C,539503
-30.875,-30.29,10275,C,539503
-31.5,-30.7275,10300,C,539503
-32.125,-31.165,10325,C,539503
-32.75,-31.6025,10350,C,539503
-31.375,-32.04,10375,C,539503
-32,-32.4775,10400,C,539503
-32.625,-32.915,10425,C,539503
-33.25,-33.3525,10450,C,539503
-32.875,-33.79,10475,C,539503
-33.5,-34.19,10500,C,539503
-34.125,-34.565,10525,C,539503
-34.75,-34.8925,10550,C,539503
-35.375,-35.2425,10575,C,539503
-36,-35.68,10600,C,539503
-36.625,-36.1175,10625,C,539503
-37.25,-36.555,10650,C,539503
-37.875,-37.0525,10675,C,539503
-37.5,-37.51,10700,C,539503
-38.125,-37.9475,10725,C,539503
-37.75,-38.385,10750,C,539503
-38.375,-38.8225,10775,C,539503
-39,-39.26,10800,C,539503
-39.625,-39.6975,10825,C,539503
-40.25,-40.135,10850,C,539503
-40.875,-40.5725,10875,C,539503
-40.5,-41.0475,10900,C,539503
-41.125,-41.5475,10925,C,539503
-41.75,-42.095,10950,C,539503
-42.375,-42.6575,10975,C,539503
-43,-43.22,11000,C,539503
-43.625,-43.7825,11025,C,539503
-44.25,-44.345,11050,C,539503
-44.875,-44.9075,11075,C,539503
-45.5,-45.5125,11100,C,539503
-46.125,-46.1375,11125,C,539503
-46.75,-46.7625,11150,C,539503
-47.375,-47.3875,11175,C,539503
-48,-48.0125,11200,C,539503
-48.625,-48.6375,11225,C,539503
-49.25,-49.2625,11250,C,539503
-49.875,-49.8875,11275,C,539503
-50.5,-50.5125,11300,C,539503
-51.125,-51.1375,11325,C,539503
-51.75,-51.7625,11350,C,539503
-52.375,-52.3875,11375,C,539503
-53,-53.0125,11400,C,539503
-53.625,-53.6375,11425,C,539503
-54.25,-54.2625,11450,C,539503
-54.875,-54.8875,11475,C,539503
-55.5,-55.5125,11500,C,539503
-56.125,-56.1375,11525,C,539503
-56.75,-56.7625,11550,C,539503
-57.375,-57.3875,11575,C,539503
-58,-58.0125,11600,C,539503
-58.625,-58.6375,11625,C,539503
-59.25,-59.2625,11650,C,539503
-59.875,-59.8875,11675,C,539503
-60.5,-60.5125,11700,C,539503
-61.125,-61.1375,11725,C,539503
-61.75,-61.7025,11750,C,539503
-62.375,-62.265,11775,C,539503
-63,-62.8275,11800,C,539503
-63.625,-63.39,11825,C,539503
-64.25,-63.9525,11850,C,539503
-64.875,-64.4825,11875,C,539503
-65.5,-64.9525,11900,C,539503
-66.125,-65.39,11925,C,539503
-65.75,-65.8275,11950,C,539503
-66.375,-66.265,11975,C,539503
-67,-66.7025,12000,C,539503
-67.625,-67.14,12025,C,539503
-68.25,-67.5775,12050,C,539503
-67.875,-68.015,12075,C,539503
-67.5,-68.4525,12100,C,539503
-68.125,-68.89,12125,C,539503
-68.75,-69.3875,12150,C,539503
-69.375,-69.8875,12175,C,539503
-70,-70.3875,12200,C,539503
-70.625,-70.8875,12225,C,539503
-71.25,-71.3875,12250,C,539503
-71.875,-71.92,12275,C,539503
-72.5,-72.5125,12300,C,539503
-73.125,-73.1375,12325,C,539503
-73.75,-73.7625,12350,C,539503
-74.375,-74.3875,12375,C,539503
-75,-75.0125,12400,C,539503
-75.625,-75.6375,12425,C,539503
-76.25,-76.2625,12450,C,539503
-76.875,-76.8875,12475,C,539503
-77.5,-77.5125,12500,C,539503
-78.125,-78.1375,12525,C,539503
-78.75,-78.7625,12550,C,539503
-79.375,-79.3875,12575,C,539503
-80,-80.0125,12600,C,539503
-80.625,-80.6375,12625,C,539503
-81.25,-81.2625,12650,C,539503
-81.875,-81.8875,12675,C,539503
-82.5,-82.5125,12700,C,539503
-83.125,-83.1375,12725,C,539503
-83.75,-83.7625,12750,C,539503
-84.375,-84.3875,12775,C,539503
-85,-85.0125,12800,C,539503
-85.625,-85.6375,12825,C,539503
-86.25,-86.2625,12850,C,539503
-86.875,-86.8875,12875,C,539503
-87.5,-87.5125,12900,C,539503
-88.125,-88.1375,12925,C,539503
-88.75,-88.7625,12950,C,539503
-89.375,-89.3875,12975,C,539503
-90,-90.0125,13000,C,539503
-90.625,-90.6375,13025,C,539503
-91.25,-91.235,13050,C,539503
-91.875,-91.7975,13075,C,539503
-92.5,-92.36,13100,C,539503
-93.125,-92.9225,13125,C,539503
-93.75,-93.485,13150,C,539503
-94.375,-94.0475,13175,C,539503
-95,-94.61,13200,C,539503
-95.625,-95.1725,13225,C,539503
-95.25,-95.735,13250,C,539503
-95.875,-96.2975,13275,C,539503
-96.5,-96.86,13300,C,539503
-97.125,-97.4225,13325,C,539503
-97.75,-97.985,13350,C,539503
-98.375,-98.5475,13375,C,539503
-99,-99.11,13400,C,539503
-99.625,-99.6725,13425,C,539503
-100.25,-100.2625,13450,C,539503
-100.875,-100.8875,13475,C,539503
-101.5,-101.5125,13500,C,539503
-102.125,-102.1375,13525,C,539503
-102.75,-102.7625,13550,C,539503
-103.375,-103.3875,13575,C,539503
-104,-104.0125,13600,C,539503
-104.625,-104.6375,13625,C,539503
-105.25,-105.2625,13650,C,539503
-105.875,-105.8875,13675,C,539503
-106.5,-106.5125,13700,C,539503
-107.125,-107.1375,13725,C,539503
-107.75,-107.7625,13750,C,539503
-108.375,-108.3875,13775,C,539503
-109,-109.0125,13800,C,539503
-109.625,-109.6375,13825,C,539503
-110.25,-110.2625,13850,C,539503
-110.875,-110.8875,13875,C,539503
-111.5,-111.5125,13900,C,539503
-112.125,-112.1375,13925,C,539503
-112.75,-112.7625,13950,C,539503
-113.375,-113.3875,13975,C,539503
-114,-114.0125,14000,C,539503
-114.625,-114.6375,14025,C,539503
-115.25,-115.2625,14050,C,539503
-115.875,-115.8875,14075,C,539503
-116.5,-116.5125,14100,C,539503
-117.125,-117.1375,14125,C,539503
-117.75,-117.7625,14150,C,539503
-118.375,-118.3875,14175,C,539503
-119,-119.0125,14200,C,539503
-119.625,-119.6375,14225,C,539503
-120.25,-120.2625,14250,C,539503
-120.875,-120.8875,14275,C,539503
-121.5,-121.5125,14300,C,539503
-122.125,-122.1375,14325,C,539503
-122.75,-122.7425,14350,C,539503
-123.375,-123.305,14375,C,539503
-124,-123.8675,14400,C,539503
-124.625,-124.43,14425,C,539503
-125.25,-124.9925,14450,C,539503
-125.875,-125.555,14475,C,539503
-126.5,-126.1175,14500,C,539503
-127.125,-126.68,14525,C,539503
-126.75,-127.2425,14550,C,539503
-127.375,-127.805,14575,C,539503
-128,-128.3675,14600,C,539503
-128.625,-128.93,14625,C,539503
-129.25,-129.4925,14650,C,539503
-129.875,-130.055,14675,C,539503
-130.5,-130.6175,14700,C,539503
-131.125,-131.18,14725,C,539503
-131.75,-131.7625,14750,C,539503
-132.375,-132.3875,14775,C,539503
-133,-133.0125,14800,C,539503
-133.625,-133.6375,14825,C,539503
-134.25,-134.2625,14850,C,539503
-134.875,-134.8875,14875,C,539503
-135.5,-135.5125,14900,C,539503
-136.125,-136.1375,14925,C,539503
-136.75,-136.7625,14950,C,539503
-137.375,-137.3875,14975,C,539503
-138,-138.0125,15000,C,539503
-138.625,-138.6375,15025,C,539503
-139.25,-139.2625,15050,C,539503
-139.875,-139.8875,15075,C,539503
-140.5,-140.5125,15100,C,539503
-141.125,-141.1375,15125,C,539503
-141.75,-141.7625,15150,C,539503
-142.375,-142.3875,15175,C,539503
-143,-143.0125,15200,C,539503
-143.625,-143.6375,15225,C,539503
-144.25,-144.2625,15250,C,539503
-144.875,-144.8875,15275,C,539503
-145.5,-145.5125,15300,C,539503
-146.125,-146.1375,15325,C,539503
-146.75,-146.7625,15350,C,539503
-147.375,-147.3875,15375,C,539503
-148,-148.01,15400,C,539503
-148.625,-148.5725,15425,C,539503
-149.25,-149.135,15450,C,539503
-149.875,-149.6975,15475,C,539503
-150.5,-150.26,15500,C,539503
-151.125,-150.8125,15525,C,539503
-151.75,-151.3125,15550,C,539503
-152.375,-151.8125,15575,C,539503
-152,-152.3125,15600,C,539503
-152.625,-152.8125,15625,C,539503
-153.25,-153.3125,15650,C,539503
-153.875,-153.8125,15675,C,539503
-154.5,-154.3125,15700,C,539503
-154.125,-154.8125,15725,C,539503
-154.75,-155.3125,15750,C,539503
-155.375,-155.8125,15775,C,539503
-156,-156.315,15800,C,539503
-156.625,-156.8775,15825,C,539503
-157.25,-157.44,15850,C,539503
-157.875,-158.0025,15875,C,539503
-158.5,-158.565,15900,C,539503
-159.125,-159.1375,15925,C,539503
-159.75,-159.7625,15950,C,539503
-160.375,-160.3875,15975,C,539503
-161,-161.0125,16000,C,539503
-161.625,-161.6375,16025,C,539503
-162.25,-162.2625,16050,C,539503
-162.875,-162.8875,16075,C,539503
-163.5,-163.5125,16100,C,539503
-164.125,-164.1375,16125,C,539503
-164.75,-164.7625,16150,C,539503
-165.375,-165.3875,16175,C,539503
-166,-166.0125,16200,C,539503
-166.625,-166.6375,16225,C,539503
-167.25,-167.2625,16250,C,539503
-167.875,-167.8875,16275,C,539503
-168.5,-168.5125,16300,C,539503
-169.125,-169.1375,16325,C,539503
-169.75,-169.7625,16350,C,539503
-170.375,-170.3875,16375,C,539503
-171,-171.0125,16400,C,539503
-171.625,-171.6375,16425,C,539503
-172.25,-172.2625,16450,C,539503
-172.875,-172.8875,16475,C,539503
-173.5,-173.5125,16500,C,539503
-174.125,-174.1375,16525,C,539503
-174.75,-174.7625,16550,C,539503
-175.375,-175.3875,16575,C,539503
-176,-176.0125,16600,C,539503
-176.625,-176.6375,16625,C,539503
-177.25,-177.2625,16650,C,539503
-177.875,-177.8875,16675,C,539503
-178.5,-178.5125,16700,C,539503
-179.125,-179.1375,16725,C,539503
-179.75,-179.7625,16750,C,539503
-180.375,-180.3875,16775,C,539503
-181,-181.0125,16800,C,539503
-181.625,-181.6375,16825,C,539503
-182.25,-182.2625,16850,C,539503
-182.875,-182.8875,16875,C,539503
-183.5,-183.5125,16900,C,539503
-184.125,-184.1375,16925,C,539503
-184.75,-184.7625,16950,C,539503
-185.375,-185.3875,16975,C,539503
-186,-186.0125,17000,C,539503
-186.625,-186.6375,17025,C,539503
-187.25,-187.2625,17050,C,539503
-187.875,-187.8875,17075,C,539503
-188.5,-188.5125,17100,C,539503
-189.125,-189.13,17125,C,539503
-189.75,-189.6925,17150,C,539503
-190.375,-190.255,17175,C,539503
-191,-190.8175,17200,C,539503
-191.625,-191.38,17225,C,539503
-192.25,-191.9425,17250,C,539503
-192.875,-192.505,17275,C,539503
-193.5,-193.0675,17300,C,539503
-193.125,-193.63,17325,C,539503
-193.75,-194.1925,17350,C,539503
-194.375,-194.755,17375,C,539503
-195,-195.3175,17400,C,539503
-195.625,-195.88,17425,C,539503
-196.25,-196.4425,17450,C,539503
-196.875,-197.005,17475,C,539503
-197.5,-197.5675,17500,C,539503
-198.125,-198.1375,17525,C,539503
-198.75,-198.7625,17550,C,539503
-199.375,-199.3875,17575,C,539503
-200,-200.0125,17600,C,539503
-200.625,-200.6375,17625,C,539503
-201.25,-201.2625,17650,C,539503
-201.875,-201.8875,17675,C,539503
-202.5,-202.5125,17700,C,539503
-203.125,-203.1375,17725,C,539503
-203.75,-203.7625,17750,C,539503
-204.375,-204.3875,17775,C,539503
-205,-205.0125,17800,C,539503
-205.625,-205.6375,17825,C,539503
-206.25,-206.2625,17850,C,539503
-206.875,-206.8875,17875,C,539503
-207.5,-207.5125,17900,C,539503
-208.125,-208.1375,17925,C,539503
-208.75,-208.7625,17950,C,539503
-209.375,-209.3875,17975,C,539503
-210,-210.0125,18000,C,539503
-210.625,-210.6375,18025,C,539503
-211.25,-211.2625,18050,C,539503
-211.875,-211.8875,18075,C,539503
-212.5,-212.5125,18100,C,539503
-213.125,-213.125,18125,C,539503
-213.75,-213.6875,18150,C,539503
-214.375,-214.25,18175,C,539503
-215,-214.8125,18200,C,539503
-215.625,-215.375,18225,C,539503
-216.25,-215.9375,18250,C,539503
-216.875,-216.5,18275,C,539503
-217.5,-217.0625,18300,C,539503
-217.125,-217.625,18325,C,539503
-217.75,-218.1875,18350,C,539503
-218.375,-218.75,18375,C,539503
-219,-219.3125,18400,C,539503
-219.625,-219.875,18425,C,539503
-220.25,-220.4375,18450,C,539503
-220.875,-221,18475,C,539503
-221.5,-221.5625,18500,C,539503
-222.125,-222.1375,18525,C,539503
-222.75,-222.7625,18550,C,539503
-223.375,-223.3875,18575,C,539503
-224,-224.0125,18600,C,539503
-224.625,-224.6375,18625,C,539503
-225.25,-225.2625,18650,C,539503
-225.875,-225.8875,18675,C,539503
-226.5,-226.5125,18700,C,539503
-227.125,-227.1375,18725,C,539503
-227.75,-227.7625,18750,C,539503
